31612.000,386.281
62702.000,538.162
99367.000,668.932
136981.000,769.281
171340.000,688.701
199223.000,636.140
231983.000,868.562
260967.000,979.522
287003.000,1110.071
318469.000,1424.412
355334.000,1681.159
389195.000,1551.107
418201.000,1431.821
444976.000,1463.380
471299.000,1305.211
496788.000,1077.644
531482.000,1075.544
562372.000,1239.061
603257.000,1813.108
633520.000,1804.597
666427.000,1790.318
700390.000,1711.475
728881.000,1789.463
760806.000,1647.855
794871.000,1989.747
829867.000,2275.342
863474.000,2527.821
894816.000,2312.747
926977.000,1955.878
965368.000,2138.387
999955.000,2357.735
