124.128,182.165
340.170,200.311
549.012,283.926
780.929,290.335
1043.647,331.787
1601.268,484.269
2017.343,664.014
2468.834,708.571
2950.221,643.264
3330.520,573.963
3781.167,593.916
4201.918,605.017
4603.606,532.585
5101.085,461.811
5798.196,546.361
6300.657,656.838
6961.000,770.148
7813.383,868.722
8584.688,999.504
9380.982,1029.955
10416.862,1030.264
11215.753,1030.355
12109.933,1030.568
13276.787,1031.426
14352.378,1030.912
15251.353,1030.962
16216.701,1031.645
16988.492,1034.381
17677.475,1003.715
18377.928,987.844
