44.000,386.281
88.000,538.162
132.000,668.932
176.000,769.281
220.000,688.701
264.000,636.140
308.000,868.562
352.000,979.522
396.000,1110.071
440.000,1424.412
484.000,1681.159
528.000,1551.107
572.000,1431.821
616.000,1463.380
660.000,1305.211
704.000,1077.644
748.000,1075.544
792.000,1239.061
836.000,1813.108
880.000,1804.597
924.000,1790.318
968.000,1711.475
1012.000,1789.463
1056.000,1647.855
1100.000,1989.747
1144.000,2275.342
1188.000,2527.821
1232.000,2312.747
1276.000,1955.878
1320.000,2138.387
1364.000,2357.735
