472.416,513.934
1136.924,571.447
1718.234,671.772
2410.603,820.766
3214.207,825.832
3780.059,796.072
4509.521,769.223
5169.868,713.806
5857.969,663.210
6595.990,661.397
7305.618,689.380
7942.394,711.340
8658.965,777.675
9340.089,714.007
9933.155,634.481
10611.934,681.521
11194.792,792.991
11825.247,801.184
12468.282,730.211
13187.854,759.144
13821.521,736.057
14731.007,694.118
15473.277,789.133
16367.723,832.328
17080.406,877.072
17720.694,868.909
18531.274,831.143
19196.771,785.828
20005.452,712.523
