23626.000,513.934
57699.000,571.447
87391.000,671.772
123551.000,820.766
164700.000,825.832
193884.000,796.072
231901.000,769.223
264828.000,713.806
298777.000,663.210
336021.000,661.397
373087.000,689.380
404222.000,711.340
438316.000,777.675
473067.000,714.007
503768.000,634.481
538367.000,681.521
568207.000,792.991
598468.000,801.184
631647.000,730.211
665637.000,759.144
699238.000,736.057
731752.000,694.118
768809.000,789.133
806639.000,832.328
842240.000,877.072
874690.000,868.909
907149.000,831.143
941907.000,785.828
975996.000,712.523
