521.518,657.938
1181.055,722.825
1882.471,751.764
2658.722,769.285
3444.248,816.945
4200.672,871.443
4892.853,873.165
5614.479,913.619
6381.384,914.304
7073.029,927.163
7749.395,956.116
8477.318,926.358
9221.962,932.121
9962.069,965.363
10685.895,877.483
11319.141,797.652
11862.117,661.875
12388.121,586.912
12944.846,504.079
13763.130,549.625
14491.403,669.915
15036.009,726.391
15538.184,783.604
16306.285,898.216
16820.818,1096.542
17836.718,1124.183
18390.381,1178.040
18947.549,1181.199
19464.552,1200.468
