26591.000,657.938
62713.000,722.825
101142.000,751.764
141552.000,769.285
182715.000,816.945
223085.000,871.443
260582.000,873.165
299365.000,913.619
340688.000,914.304
377972.000,927.163
414464.000,956.116
454049.000,926.358
494394.000,932.121
534581.000,965.363
574270.000,877.483
608724.000,797.652
637989.000,661.875
666473.000,586.912
696459.000,504.079
730280.000,549.625
761693.000,669.915
791086.000,726.391
818337.000,783.604
849067.000,898.216
876677.000,1096.542
907683.000,1124.183
937540.000,1178.040
967307.000,1181.199
995542.000,1200.468
