30333.000,783.311
64288.000,820.934
103982.000,878.914
143412.000,815.430
182108.000,817.175
219932.000,903.698
260809.000,866.927
299467.000,860.801
337884.000,929.603
378271.000,875.951
416962.000,819.720
453374.000,739.474
491231.000,833.014
528958.000,794.849
565730.000,760.443
601904.000,717.420
639136.000,722.726
675197.000,850.053
713616.000,928.207
747612.000,960.531
779631.000,847.377
805051.000,650.427
830768.000,633.864
859801.000,576.097
891492.000,637.794
925820.000,571.785
957417.000,593.986
990531.000,638.456
